quantidadetotal,produto,ano,mes
1,4420,2013,3
22,104,2013,3
16,4575,2013,3
10,3674,2013,3
1,1128,2013,3
2,841,2013,3
1,4721,2013,3
1,1243,2013,3
1,280,2013,3
21,801,2013,3
3,4151,2013,3
11,730,2013,3
1,4888,2013,3
1,6658,2013,3
3,1725,2013,3
1,4117,2013,3
2,669,2013,3
1,1671,2013,3
1,1124,2013,3
5,5722,2013,3
1,4247,2013,3
2,6632,2013,3
1,6633,2013,3
2,837,2013,3
2,4358,2013,3
15,7056,2013,3
3,1244,2013,3
2,568,2013,3
3,2417,2013,3
53,4775,2013,3
1,7120,2013,3
1,6661,2013,3
18,739,2013,3
1,1485,2013,3
3,101,2013,3
2,5775,2013,3
1,6711,2013,3
6,1401,2013,3
1,6634,2013,3
5,6202,2013,3
1,2425,2013,3
1,805,2013,3
4,90,2013,3
12,1125,2013,3
16,5698,2013,3
2,2930,2013,3
15,4354,2013,3
2,5786,2013,3
3,572,2013,3
4,2471,2013,3
4,794,2013,3
4,5687,2013,3
3,1114,2013,3
2,4079,2013,3
1,3574,2013,3
5,2921,2013,3
12,799,2013,3
10,1403,2013,3
1,6521,2013,3
1,5689,2013,3
1,578,2013,3
9,726,2013,3
1,2468,2013,3
174,4776,2013,3
39,490,2013,3
3,7119,2013,3
22,3650,2013,3
1,4192,2013,3
78,488,2013,3
1,1560,2013,3
2,5701,2013,3
1,4067,2013,3
2,5578,2013,3
1,581,2013,3
6,6611,2013,3
22,2893,2013,3
7,3148,2013,3
2,1637,2013,3
20,2889,2013,3
36,734,2013,3
3,1250,2013,3
4,6208,2013,3
5,5789,2013,3
3,3398,2013,3
16,3057,2013,3
1,6614,2013,3
2,3180,2013,3
5,1537,2013,3
1,7014,2013,3
2,567,2013,3
10,6212,2013,3
2,25,2013,3
1,803,2013,3
1,2932,2013,3
4,136,2013,3
2,2427,2013,3
7,2547,2013,3
2,3644,2013,3
2,4510,2013,3
2,6637,2013,3
5,1041,2013,3
1,2714,2013,3
9,3676,2013,3
2,2924,2013,3
5,1702,2013,3
6,110,2013,3
7,2298,2013,3
8,2895,2013,3
3,3578,2013,3
2,3035,2013,3
9,1562,2013,3
1,6104,2013,3
3,804,2013,3
4,6710,2013,3
1,4059,2013,3
10,1849,2013,3
19,89,2013,3
1,4353,2013,3
1,1558,2013,3
14,3698,2013,3
3,3699,2013,3
2,5932,2013,3
1,6043,2013,3
1,5478,2013,3
1,706,2013,3
1,2466,2013,3
10,3063,2013,3
4,1484,2013,3
10,3042,2013,3
16,1483,2013,3
3,4245,2013,3
2,4019,2013,3
3,5607,2013,3
1,6204,2013,3
2,5695,2013,3
13,1631,2013,3
1,807,2013,3
2,2484,2013,3
1,3736,2013,3
4,5923,2013,3
2,1123,2013,3
4,4356,2013,3
1,386,2013,3
1,5209,2013,3
1,1489,2013,3
10,7117,2013,3
14,3648,2013,3
2,269,2013,3
2,4958,2013,3
1,2396,2013,3
1,3597,2013,3
1,576,2013,3
15,1840,2013,3
10,797,2013,3
4,3588,2013,3
1,1044,2013,3
1,3829,2013,3
2,548,2013,3
42,747,2013,3
7,1729,2013,3
25,3708,2013,3
6,2884,2013,3
3,2266,2013,3
3,3591,2013,3
2,7099,2013,3
1,4141,2013,3
5,4574,2013,3
3,2697,2013,3
1,311,2013,3
2,1414,2013,3
1,2470,2013,3
13,1846,2013,3
1,566,2013,3
1,1247,2013,3
17,2892,2013,3
1,1249,2013,3
1,2702,2013,3
1,3179,2013,3
1,575,2013,3
2,103,2013,3
5,733,2013,3
21,6167,2013,3
7,570,2013,3
1,4009,2013,3
4,3805,2013,3
16,751,2013,3
2,1131,2013,3
3,1040,2013,3
1,5589,2013,3
1,113,2013,3
1,2424,2013,3
21,3675,2013,3
6,580,2013,3
56,4777,2013,3
4,5442,2013,3
8,6211,2013,3
7,7059,2013,3
2,2917,2013,3
1,7178,2013,3
1,7138,2013,3
4,107,2013,3
5,1939,2013,3
2,1705,2013,3
3,1400,2013,3
1,4418,2013,3
4,1404,2013,3
2,2929,2013,3
1,3147,2013,3
6,1127,2013,3
1,2618,2013,3
1,2887,2013,3
1,1617,2013,3
20,3704,2013,3
49,56,2013,3
1,4098,2013,3
6,4578,2013,3
9,3647,2013,3
1,3139,2013,3
7,6613,2013,3
1,632,2013,3
8,7102,2013,3
5,75,2013,3
5,1126,2013,3
1,3832,2013,3
16,2891,2013,3
2,1396,2013,3
20,5931,2013,3
1,2133,2013,3
1,1557,2013,3
4,5445,2013,3
1,4033,2013,3
1,1330,2013,3
1,6617,2013,3
12,4357,2013,3
1,93,2013,3
3,7216,2013,3
1,1630,2013,3
10,1943,2013,3
1,4360,2013,3
10,7116,2013,3
48,2543,2013,3
6,4957,2013,3
2,6608,2013,3
2,3707,2013,3
4,1563,2013,3
4,2283,2013,3
1,1409,2013,3
1,4112,2013,3
1,1338,2013,3
3,1608,2013,3
2,2136,2013,3
2,7105,2013,3
1,1038,2013,3
6,1399,2013,3
1,7136,2013,3
1,1311,2013,3
1,3049,2013,3
5,4212,2013,3
1,3106,2013,3
4,5941,2013,3
10,3801,2013,3
1,2701,2013,3
94,553,2013,3
9,7057,2013,3
2,650,2013,3
1,4246,2013,3
8,802,2013,3
14,1841,2013,3
3,4515,2013,3
2,4351,2013,3
1,1488,2013,3
4,3646,2013,3
5,4220,2013,3
1,5723,2013,3
2,2909,2013,3
1,5168,2013,3
2,4268,2013,3
1,1727,2013,3
4,3400,2013,3
6,3046,2013,3
2,1766,2013,3
1,5208,2013,3
6,7104,2013,3
6,106,2013,3
2,2467,2013,3
2,3146,2013,3
3,4380,2013,3
1,1419,2013,3
2,4137,2013,3
2,5699,2013,3
2,5770,2013,3
1,1331,2013,3
11,6894,2013,3
1,4735,2013,3
3,2548,2013,3
5,2715,2013,3
1,793,2013,3
2,1413,2013,3
1,4415,2013,3
1,1618,2013,3
2,579,2013,3
10,1845,2013,3
2,4579,2013,3
4,1130,2013,3
3,4778,2013,3
1,2923,2013,3
1,4102,2013,3
1,5705,2013,3
1,7098,2013,3
1,6630,2013,3
3,6612,2013,3
7,2233,2013,3
1,1252,2013,3
1,796,2013,3
8,2888,2013,3
2,7135,2013,3
2,1345,2013,3
4,7137,2013,3
13,3702,2013,3
5,6709,2013,3
2,4012,2013,3
10,1938,2013,3
1,1864,2013,3
9,7103,2013,3
7,1632,2013,3
13,4295,2013,3
1,4528,2013,3
2,5036,2013,3
1,92,2013,3
30,3053,2013,3
1,4383,2013,3
2,3328,2013,3
3,750,2013,3
2,4417,2013,3
1,4573,2013,3
1,1975,2013,3
2,1037,2013,3
1,2021,2013,3
3,1700,2013,3
1,112,2013,3
1,1553,2013,3
4,6616,2013,3
6,2956,2013,3
34,5907,2013,3
7,1609,2013,3
5,3601,2013,3
3,5166,2013,3
1,1339,2013,3
1,284,2013,3
2,699,2013,3
2,1116,2013,3
9,5588,2013,3
4,2931,2013,4
7,1027,2013,4
2,3731,2013,4
29,5443,2013,4
2,1405,2013,4
4,1336,2013,4
14,5242,2013,4
9,5688,2013,4
3,1314,2013,4
1,7217,2013,4
2,2457,2013,4
1,3042,2013,4
1,5924,2013,4
1,3583,2013,4
6,747,2013,4
1,1113,2013,4
1,6633,2013,4
2,837,2013,4
1,4020,2013,4
2,2885,2013,4
1,3828,2013,4
9,89,2013,4
1,3830,2013,4
1,6632,2013,4
1,7138,2013,4
1,5299,2013,4
1,798,2013,4
5,1833,2013,4
1,4723,2013,4
5,1124,2013,4
5,744,2013,4
1,1414,2013,4
2,1249,2013,4
1,668,2013,4
2,4576,2013,4
1,3992,2013,4
3,1725,2013,4
2,1034,2013,4
10,4775,2013,4
4,580,2013,4
2,4210,2013,4
2,5776,2013,4
1,7132,2013,4
1,6624,2013,4
3,1701,2013,4
5,994,2013,4
2,6613,2013,4
1,5923,2013,4
8,2917,2013,4
52,489,2013,4
1,2429,2013,4
7,3708,2013,4
1,4106,2013,4
16,1847,2013,4
1,7222,2013,4
2,5589,2013,4
1,2517,2013,4
6,5932,2013,4
4,3147,2013,4
1,4117,2013,4
3,2417,2013,4
6,1127,2013,4
3,6208,2013,4
1,1118,2013,4
7,1703,2013,4
1,7100,2013,4
1,568,2013,4
1,1120,2013,4
2,733,2013,4
1,4079,2013,4
1,5786,2013,4
3,3208,2013,4
7,5789,2013,4
2,4418,2013,4
6,2339,2013,4
1,2462,2013,4
2,3179,2013,4
17,6211,2013,4
12,1125,2013,4
3,4192,2013,4
3,2424,2013,4
1,4419,2013,4
5,1704,2013,4
1,6127,2013,4
1,4361,2013,4
4,6665,2013,4
35,5698,2013,4
4,4007,2013,4
3,751,2013,4
2,7119,2013,4
1,2468,2013,4
6,3676,2013,4
1,3644,2013,4
9,2547,2013,4
1,6611,2013,4
3,3588,2013,4
1,4955,2013,4
1,6710,2013,4
7,3704,2013,4
1,1245,2013,4
2,800,2013,4
3,575,2013,4
4,2471,2013,4
4,7275,2013,4
1,2702,2013,4
2,3366,2013,4
1,3398,2013,4
6,3057,2013,4
1,1846,2013,4
4,3647,2013,4
2,2930,2013,4
1,6634,2013,4
1,2949,2013,4
16,4776,2013,4
1,1041,2013,4
4,3650,2013,4
1,6637,2013,4
1,6520,2013,4
1,4895,2013,4
1,578,2013,4
1,1447,2013,4
9,2781,2013,4
3,5689,2013,4
12,2921,2013,4
1,4002,2013,4
2,107,2013,4
24,490,2013,4
2,1131,2013,4
5,2052,2013,4
3,4357,2013,4
26,1851,2013,4
2,1537,2013,4
1,6851,2013,4
1,669,2013,4
1,1726,2013,4
5,6647,2013,4
4,2342,2013,4
1,1397,2013,4
2,1396,2013,4
3,1038,2013,4
12,2889,2013,4
8,730,2013,4
1,1638,2013,4
4,104,2013,4
1,7063,2013,4
2,5770,2013,4
3,7103,2013,4
3,7101,2013,4
1,4358,2013,4
1,2363,2013,4
1,2796,2013,4
2,1030,2013,4
2,1119,2013,4
13,382,2013,4
1,4043,2013,4
21,553,2013,4
1,7014,2013,4
1,2389,2013,4
1,7041,2013,4
2,6,2013,4
7,1841,2013,4
3,1607,2013,4
5,989,2013,4
16,734,2013,4
1,840,2013,4
58,3700,2013,4
2,572,2013,4
5,6202,2013,4
2,2022,2013,4
10,3148,2013,4
1,571,2013,4
1,1563,2013,4
9,739,2013,4
4,2888,2013,4
1,4110,2013,4
7,1028,2013,4
4,6614,2013,4
1,1842,2013,4
1,4577,2013,4
4,650,2013,4
1,1420,2013,4
1,2145,2013,4
5,7286,2013,4
2,1481,2013,4
4,7265,2013,4
1,6623,2013,4
31,40,2013,4
1,1800,2013,4
1,5210,2013,4
4,5128,2013,4
3,90,2013,4
8,151,2013,4
4,4354,2013,4
4,2256,2013,4
2,697,2013,4
5,4193,2013,4
3,3677,2013,4
3,5637,2013,4
1,3279,2013,4
1,7120,2013,4
1,3649,2013,4
1,726,2013,4
1,1671,2013,4
1,3737,2013,4
25,3936,2013,4
1,5925,2013,4
10,6661,2013,4
1,1006,2013,4
1,6173,2013,4
3,3180,2013,4
6,567,2013,4
3,6212,2013,4
2,2463,2013,4
1,1114,2013,4
1,1411,2013,4
3,6610,2013,4
3,7118,2013,4
2,2736,2013,4
11,2893,2013,4
1,3280,2013,4
1,7096,2013,4
2,4003,2013,4
3,2922,2013,4
5,1401,2013,4
2,1629,2013,4
7,5687,2013,4
2,2964,2013,4
1,4881,2013,4
1,1560,2013,4
1,6629,2013,4
1,7097,2013,4
30,488,2013,4
1,4057,2013,4
1,1341,2013,4
1,5628,2013,4
3,4067,2013,4
2,2467,2013,4
12,3838,2013,4
8,7273,2013,4
1,1421,2013,4
3,5582,2013,4
1,2947,2013,4
1,1043,2013,4
2,5035,2013,4
1,6617,2013,4
12,1404,2013,4
58,4929,2013,4
2,6490,2013,4
2,5908,2013,4
1,4382,2013,4
4,3511,2013,4
1,3188,2013,4
1,807,2013,4
3,5704,2013,4
1,1483,2013,4
4,2890,2013,4
1,3897,2013,4
7,1766,2013,4
1,3576,2013,4
4,1129,2013,4
3,1556,2013,4
2,1866,2013,4
1,4722,2013,4
3,570,2013,4
4,269,2013,4
1,1562,2013,4
19,1849,2013,4
14,4212,2013,4
1,1032,2013,4
1,3979,2013,4
19,3645,2013,4
1,4359,2013,4
3,110,2013,4
4,7266,2013,4
1,1122,2013,4
1,649,2013,4
7,1126,2013,4
5,385,2013,4
1,5894,2013,4
1,2544,2013,4
4,1840,2013,4
29,3052,2013,4
1,1608,2013,4
1,7116,2013,4
1,2743,2013,4
3,7051,2013,4
6,5927,2013,4
4,1630,2013,4
20,2543,2013,4
4,2788,2013,4
2,2765,2013,4
5,6203,2013,4
4,6593,2013,4
6,2390,2013,4
2,6615,2013,4
6,5573,2013,4
4,579,2013,4
1,4102,2013,4
1,3643,2013,4
1,2284,2013,4
2,5638,2013,4
1,582,2013,4
3,5699,2013,4
1,1107,2013,4
1,838,2013,4
1,7137,2013,4
3,727,2013,4
1,796,2013,4
1,6621,2013,4
1,1539,2013,4
2,2341,2013,4
26,2868,2013,4
1,1416,2013,4
8,2894,2013,4
1,5790,2013,4
5,6612,2013,4
1,1700,2013,4
3,7135,2013,4
1,1340,2013,4
1,1561,2013,4
2,4778,2013,4
1,2548,2013,4
12,2696,2013,4
1,620,2013,4
1,4415,2013,4
3,5907,2013,4
1,112,2013,4
4,1729,2013,4
5,1844,2013,4
7,4295,2013,4
1,4032,2013,4
2,3578,2013,4
3,1706,2013,4
10,6662,2013,4
4,3155,2013,4
1,7104,2013,4
1,7219,2013,4
1,4377,2013,4
1,5793,2013,4
3,4023,2013,4
1,4416,2013,4
4,4355,2013,4
5,2418,2013,4
5,5705,2013,4
1,1852,2013,4
5,991,2013,4
1,5166,2013,4
3,4068,2013,4
8,6630,2013,4
1,4573,2013,4
2,5287,2013,4
3,3648,2013,4
7,3707,2013,4
3,7117,2013,4
2,1728,2013,4
3,1123,2013,4
3,2924,2013,4
4,7136,2013,4
2,3035,2013,4
10,1702,2013,4
1,6042,2013,4
1,6867,2013,4
6,6631,2013,4
1,6113,2013,4
6,5588,2013,4
1,7105,2013,4
1,5168,2013,4
3,1248,2013,4
1,797,2013,4
1,5764,2013,4
1,576,2013,4
5,993,2013,4
1,7216,2013,4
1,4037,2013,4
4,4059,2013,4
1,6658,2013,4
2,2423,2013,4
2,843,2013,4
1,1482,2013,4
5,386,2013,4
1,5806,2013,4
2,2891,2013,4
16,2298,2013,4
3,745,2013,4
10,5578,2013,4
1,4073,2013,4
2,2884,2013,4
1,7099,2013,4
2,2136,2013,4
1,6709,2013,4
4,5931,2013,4
2,5607,2013,4
6,3053,2013,4
2,1491,2013,4
1,3829,2013,4
4,1403,2013,4
2,7057,2013,4
5,6663,2013,4
1,2483,2013,4
8,7056,2013,4
1,4360,2013,4
1,1858,2013,4
3,4015,2013,4
7,1845,2013,4
1,77,2013,4
11,5722,2013,4
1,1636,2013,4
12,6894,2013,4
10,2817,2013,4
2,4012,2013,4
1,106,2013,4
17,3702,2013,4
4,3675,2013,4
1,311,2013,4
5,4777,2013,4
12,113,2013,4
5,990,2013,4
6,1026,2013,4
2,2470,2013,4
2,6616,2013,4
1,2618,2013,4
2,4378,2013,4
1,1338,2013,4
4,7274,2013,4
3,4578,2013,4
1,4148,2013,4
1,1019,2013,4
2,2021,2013,4
42,56,2013,4
1,6622,2013,4
1,1617,2013,4
1,1705,2013,4
1,4091,2013,4
7,1079,2013,4
1,4518,2013,4
4,1037,2013,4
5,992,2013,4
3,1247,2013,4
1,6733,2013,4
7,750,2013,4
1,5909,2013,4
15,5941,2013,4
1,92,2013,4
2,7134,2013,4
6,2340,2013,4
1,4528,2013,4
6,5445,2013,4
3,1538,2013,4
6,3674,2013,4
1,5444,2013,4
6,3146,2013,4
1,2233,2013,4
10,4220,2013,4
1,700,2013,4
2,4957,2013,4
5,1040,2013,4
2,6635,2013,4
1,4162,2013,4
1,7055,2013,4
2,2909,2013,4
3,1865,2013,5
5,840,2013,5
2,3226,2013,5
2,841,2013,5
12,730,2013,5
3,6693,2013,5
1,1038,2013,5
1,5789,2013,5
9,1841,2013,5
2,650,2013,5
2,7063,2013,5
8,6208,2013,5
12,553,2013,5
2,4358,2013,5
1,817,2013,5
1,669,2013,5
1,1725,2013,5
2,2889,2013,5
1,1554,2013,5
2,3057,2013,5
4,1030,2013,5
11,3147,2013,5
1,6633,2013,5
1,4020,2013,5
1,3643,2013,5
1,3046,2013,5
5,3583,2013,5
2,6624,2013,5
10,5688,2013,5
2,489,2013,5
1,1339,2013,5
6,2781,2013,5
2,1397,2013,5
2,5776,2013,5
6,1536,2013,5
3,2022,2013,5
3,7103,2013,5
1,1249,2013,5
59,6,2013,5
56,4775,2013,5
8,5166,2013,5
13,1851,2013,5
2,4357,2013,5
6,6614,2013,5
2,562,2013,5
2,3801,2013,5
1,4380,2013,5
13,382,2013,5
24,1703,2013,5
1,4089,2013,5
3,2133,2013,5
1,798,2013,5
6,2341,2013,5
1,2888,2013,5
1,3255,2013,5
1,4110,2013,5
1,2044,2013,5
3,2484,2013,5
9,5923,2013,5
4,4192,2013,5
3,6659,2013,5
1,5701,2013,5
2,7003,2013,5
1,2462,2013,5
3,3398,2013,5
3,6212,2013,5
1,6632,2013,5
5,5925,2013,5
2,837,2013,5
2,136,2013,5
4,568,2013,5
6,2893,2013,5
1,2026,2013,5
1,636,2013,5
1,1124,2013,5
4,7218,2013,5
1,3588,2013,5
1,1609,2013,5
2,4023,2013,5
1,6252,2013,5
1,3838,2013,5
8,3676,2013,5
1,1041,2013,5
1,970,2013,5
1,6836,2013,5
2,2457,2013,5
4,3578,2013,5
1,805,2013,5
4,6623,2013,5
4,488,2013,5
2,6711,2013,5
1,1706,2013,5
1,2015,2013,5
2,90,2013,5
6,1401,2013,5
2,1419,2013,5
15,5687,2013,5
1,1618,2013,5
1,7104,2013,5
1,4034,2013,5
1,4579,2013,5
1,3208,2013,5
4,4032,2013,5
2,1729,2013,5
2,706,2013,5
4,1336,2013,5
4,2930,2013,5
4,1027,2013,5
3,1141,2013,5
6,2417,2013,5
2,1481,2013,5
4,2921,2013,5
2,7100,2013,5
1,1540,2013,5
1,5932,2013,5
4,1539,2013,5
3,7135,2013,5
1,726,2013,5
1,312,2013,5
3,794,2013,5
2,5705,2013,5
3,3574,2013,5
1,1340,2013,5
3,4067,2013,5
1,1558,2013,5
2,2885,2013,5
2,1560,2013,5
1,7225,2013,5
1,1035,2013,5
1,7117,2013,5
2,4417,2013,5
3,1034,2013,5
3,6609,2013,5
2,6610,2013,5
4,580,2013,5
1,1631,2013,5
23,3702,2013,5
7,5209,2013,5
1,6692,2013,5
4,3731,2013,5
1,7049,2013,5
1,3471,2013,5
1,1039,2013,5
2,6666,2013,5
6,3648,2013,5
4,5943,2013,5
1,4106,2013,5
1,1410,2013,5
4,1113,2013,5
22,1127,2013,5
1,1044,2013,5
3,747,2013,5
1,4145,2013,5
6,3708,2013,5
3,6613,2013,5
7,1116,2013,5
1,7160,2013,5
1,7099,2013,5
2,2924,2013,5
1,678,2013,5
17,1702,2013,5
10,1701,2013,5
2,3146,2013,5
3,2931,2013,5
1,4381,2013,5
2,744,2013,5
1,311,2013,5
1,2298,2013,5
2,3992,2013,5
2,6125,2013,5
2,7217,2013,5
7,89,2013,5
1,4574,2013,5
3,1031,2013,5
1,4006,2013,5
4,6622,2013,5
1,285,2013,5
6,3053,2013,5
1,2429,2013,5
3,5589,2013,5
5,1847,2013,5
3,802,2013,5
7,5167,2013,5
1,2137,2013,5
3,7096,2013,5
1,836,2013,5
6,5695,2013,5
27,386,2013,5
10,1123,2013,5
2,6211,2013,5
1,3967,2013,5
4,1860,2013,5
2,5607,2013,5
2,3647,2013,5
1,6832,2013,5
1,1610,2013,5
1,4098,2013,5
2,7118,2013,5
7,3675,2013,5
1,2745,2013,5
2,2291,2013,5
1,1489,2013,5
6,7303,2013,5
1,4013,2013,5
1,4249,2013,5
1,3296,2013,5
10,2016,2013,5
36,3936,2013,5
20,56,2013,5
24,3704,2013,5
3,3649,2013,5
4,5723,2013,5
4,691,2013,5
2,4881,2013,5
1,2266,2013,5
1,1341,2013,5
1,6520,2013,5
1,566,2013,5
3,5931,2013,5
14,5445,2013,5
7,3179,2013,5
7,1846,2013,5
4,1557,2013,5
2,577,2013,5
4,2892,2013,5
1,2736,2013,5
3,7286,2013,5
1,844,2013,5
5,1117,2013,5
1,6835,2013,5
1,3258,2013,5
3,113,2013,5
2,575,2013,5
2,1040,2013,5
3,1131,2013,5
1,6855,2013,5
1,5273,2013,5
2,6636,2013,5
3,1026,2013,5
2,2824,2013,5
1,7039,2013,5
2,2424,2013,5
6,751,2013,5
1,6200,2013,5
1,5375,2013,5
9,4212,2013,5
2,1399,2013,5
1,4036,2013,5
3,4295,2013,5
1,1482,2013,5
1,2136,2013,5
1,5287,2013,5
3,2423,2013,5
1,2613,2013,5
1,4383,2013,5
3,5168,2013,5
1,975,2013,5
4,7057,2013,5
7,7056,2013,5
12,5588,2013,5
2,2427,2013,5
2,1727,2013,5
1,1251,2013,5
34,3052,2013,5
3,6621,2013,5
3,5208,2013,5
2,268,2013,5
1,2714,2013,5
14,385,2013,5
2,6042,2013,5
1,299,2013,5
38,1125,2013,5
2,3511,2013,5
1,3707,2013,5
3,579,2013,5
2,2751,2013,5
2,6617,2013,5
1,2951,2013,5
1,2017,2013,5
2,1630,2013,5
2,4015,2013,5
6,1403,2013,5
1,578,2013,5
1,4115,2013,5
3,745,2013,5
2,6612,2013,5
1,1608,2013,5
6,2891,2013,5
3,6611,2013,5
1,7105,2013,5
2,7116,2013,5
2,310,2013,5
1,1491,2013,5
7,5578,2013,5
21,1704,2013,5
1,708,2013,5
3,1338,2013,5
1,7301,2013,5
5,6732,2013,5
7,750,2013,5
1,1556,2013,5
1,3646,2013,5
3,5907,2013,5
1,4101,2013,5
1,3868,2013,5
1,1037,2013,5
1,972,2013,5
11,1859,2013,5
1,2021,2013,5
1,5620,2013,5
9,4220,2013,5
11,2547,2013,5
3,7220,2013,5
1,4384,2013,5
1,1553,2013,5
1,6616,2013,5
2,1766,2013,5
1,3601,2013,5
1,4568,2013,5
2,4148,2013,5
1,4419,2013,5
1,4129,2013,5
1,2132,2013,5
1,3872,2013,5
1,1025,2013,5
20,6894,2013,5
7,5638,2013,5
1,2737,2013,5
4,5699,2013,5
3,6634,2013,5
3,106,2013,5
5,1118,2013,5
1,800,2013,5
1,5689,2013,5
18,490,2013,5
1,2548,2013,5
1,7310,2013,5
17,5443,2013,5
2,5214,2013,5
4,4079,2013,5
1,1845,2013,5
47,5698,2013,5
1,1833,2013,5
18,2339,2013,5
2,799,2013,5
1,1555,2013,5
2,1000,2013,5
1,3990,2013,5
1,2816,2013,5
2,7119,2013,5
1,3576,2013,5
3,1029,2013,5
15,4776,2013,5
1,4051,2013,5
3,3650,2013,5
3,1343,2013,5
32,734,2013,5
1,1616,2013,5
16,3148,2013,5
2,3037,2013,5
1,7014,2013,5
2,2074,2013,5
4,6647,2013,5
2,1250,2013,5
1,4356,2013,5
16,2340,2013,5
7,269,2013,5
8,1726,2013,5
6,5939,2013,5
2,1404,2013,5
8,7051,2013,5
2,5927,2013,5
1,7133,2013,5
4,842,2013,5
1,2947,2013,5
2,839,2013,5
2,7102,2013,5
4,1129,2013,5
1,2618,2013,5
5,1421,2013,5
6,1537,2013,5
2,4100,2013,5
1,2890,2013,5
1,675,2013,5
23,1126,2013,5
1,7115,2013,5
3,2027,2013,5
3,1840,2013,5
2,2542,2013,5
18,3645,2013,5
4,110,2013,5
1,848,2013,5
1,4382,2013,5
1,6866,2013,5
1,5772,2013,5
4,6202,2013,5
6,3698,2013,5
3,570,2013,5
2,2887,2013,5
2,1607,2013,5
1,4211,2013,5
33,1849,2013,5
1,4075,2013,5
1,4043,2013,5
2,6524,2013,5
1,971,2013,5
2,2788,2013,5
2,1866,2013,5
3,5573,2013,5
1,4035,2013,5
1,3942,2013,5
1,5278,2013,5
1,4577,2013,5
1,1407,2013,5
1,3279,2013,5
7,4003,2013,5
10,1538,2013,5
1,2922,2013,5
19,4777,2013,5
14,3155,2013,5
2,1844,2013,5
2,7134,2013,5
4,801,2013,5
2,7101,2013,5
1,7097,2013,5
4,2817,2013,5
1,5940,2013,5
1,4882,2013,5
2,4151,2013,5
1,83,2013,5
1,1337,2013,5
6,6615,2013,5
1,2696,2013,5
2,6658,2013,5
1,7302,2013,5
3,2052,2013,5
1,6593,2013,5
20,5722,2013,5
4,2463,2013,5
4,2483,2013,5
2,4247,2013,5
8,6661,2013,5
3,1705,2013,5
1,1561,2013,5
2,1852,2013,5
5,1028,2013,5
1,795,2013,5
2,4416,2013,5
1,4701,2013,5
8,4193,2013,5
1,4414,2013,5
37,3700,2013,5
3,838,2013,5
1,1629,2013,5
1,727,2013,5
1,1416,2013,5
11,2868,2013,5
6,4355,2013,5
43,2256,2013,5
3,5926,2013,5
3,3932,2013,5
2,2389,2013,5
2,1121,2013,5
2,5444,2013,5
1,1036,2013,5
32,40,2013,5
10,151,2013,5
4,2886,2013,5
1,3280,2013,5
3,7055,2013,5
1,806,2013,5
24,1079,2013,5
3,3674,2013,5
3,6167,2013,5
1,1042,2013,5
1,3677,2013,5
1,6834,2013,5
1,3510,2013,5
2,4057,2013,5
2,4219,2013,5
2,5637,2013,5
4,7219,2013,5
3,2133,2013,6
18,7057,2013,6
1,4037,2013,6
7,553,2013,6
1,5909,2013,6
15,6,2013,6
6,750,2013,6
4,5166,2013,6
6,4295,2013,6
5,2423,2013,6
3,840,2013,6
11,1116,2013,6
2,843,2013,6
3,6621,2013,6
1,2298,2013,6
1,1864,2013,6
1,3591,2013,6
1,74,2013,6
3,1553,2013,6
4,3801,2013,6
2,3648,2013,6
5,7063,2013,6
1,4357,2013,6
8,1859,2013,6
1,1774,2013,6
2,6630,2013,6
1,7137,2013,6
12,3702,2013,6
1,5699,2013,6
1,5770,2013,6
1,1978,2013,6
1,1345,2013,6
2,1702,2013,6
2,1112,2013,6
2,1339,2013,6
1,3277,2013,6
4,2923,2013,6
1,1025,2013,6
2,4148,2013,6
3,2341,2013,6
1,310,2013,6
4,5588,2013,6
2,7216,2013,6
2,2956,2013,6
3,2017,2013,6
6,5168,2013,6
5,6612,2013,6
13,6733,2013,6
14,3936,2013,6
1,3318,2013,6
5,5941,2013,6
2,1841,2013,6
2,1554,2013,6
3,5931,2013,6
3,1557,2013,6
7,385,2013,6
1,2283,2013,6
1,3249,2013,6
1,1341,2013,6
1,3049,2013,6
2,3020,2013,6
2,4881,2013,6
1,3601,2013,6
6,6664,2013,6
1,2938,2013,6
5,6171,2013,6
2,4220,2013,6
204,2543,2013,6
2,2909,2013,6
1,635,2013,6
2,4033,2013,6
1,618,2013,6
5,1001,2013,6
1,1338,2013,6
1,1835,2013,6
1,6636,2013,6
1,3045,2013,6
1,106,2013,6
1,6894,2013,6
6,1038,2013,6
1,1248,2013,6
4,3046,2013,6
5,1766,2013,6
3,1029,2013,6
3,2022,2013,6
1,2470,2013,6
3,1800,2013,6
1,2132,2013,6
6,1727,2013,6
8,7303,2013,6
1,113,2013,6
9,1117,2013,6
6,56,2013,6
1,138,2013,6
4,2016,2013,6
2,4246,2013,6
4,2021,2013,6
1,7220,2013,6
1,3830,2013,6
1,4141,2013,6
1,3828,2013,6
4,2887,2013,6
2,2340,2013,6
5,580,2013,6
4,269,2013,6
1,1127,2013,6
5,5209,2013,6
2,1069,2013,6
1,6624,2013,6
2,5442,2013,6
31,4775,2013,6
1,1105,2013,6
1,848,2013,6
3,1126,2013,6
1,4145,2013,6
1,2044,2013,6
4,2429,2013,6
7,2781,2013,6
1,7002,2013,6
3,1536,2013,6
4,1701,2013,6
1,4166,2013,6
11,1703,2013,6
2,1725,2013,6
2,3258,2013,6
6,733,2013,6
